Item,Condition,Sentence,Target,score,tscore,tok_scores
26,accusative_doubled,David la buscó a Silvia en la pileta de la terraza del hotel.,Silvia,5.416070461273193,11.788105964660645,"[('David', 10.03983211517334), ('la', 1.9315519332885742), ('buscó', 14.512937545776367), ('a', 7.469264030456543), ('Silvia', 11.788105964660645), ('en', 5.617275238037109), ('la', 2.839956283569336), ('pileta', 14.135177612304688), ('de', 0.7981252670288086), ('la', 0.2793693542480469), ('terraza', 13.100776195526123), ('del', 2.27609920501709), ('hotel', 6.032687187194824), ('.', 1.2520465850830078)]"
27,dative,Claudia dio una cerveza a Enrique en el bar de las afueras de Berlin.,Enrique,5.748482704162598,9.11978530883789,"[('Claudia', 7.71566104888916), ('dio', 9.27297067642212), ('una', 8.277578353881836), ('cerveza', 20.116538524627686), ('a', 7.447906970977783), ('Enrique', 9.11978530883789), ('en', 5.404895305633545), ('el', 3.69400691986084), ('bar', 8.244983673095703), ('de', 3.524477005004883), ('las', 3.826348304748535), ('afueras', 21.71252202987671), ('de', 1.0778255462646484), ('Berlin', 10.571527481079102), ('.', 0.7111091613769531)]"
27,dative_doubled,Claudia le dio una cerveza a Enrique en el bar de las afueras de Berlin.,Enrique,5.863227844238281,9.214612007141113,"[('Claudia', 7.61147403717041), ('le', 6.6267991065979), ('dio', 10.307836055755615), ('una', 8.196268081665039), ('cerveza', 20.882186889648438), ('a', 7.457212924957275), ('Enrique', 9.214612007141113), ('en', 5.331058502197266), ('el', 3.6035542488098145), ('bar', 8.054950714111328), ('de', 3.5046730041503906), ('las', 3.9678597450256348), ('afueras', 21.8924617767334), ('de', 1.036900520324707), ('Berlin', 10.514100074768066), ('.', 0.7890615463256836)]"
27,accusative,Claudia encontró a Enrique en el bar de las afueras de Berlin.,Enrique,6.017930030822754,10.44733715057373,"[('Claudia', 9.514254570007324), ('encontró', 16.24015235900879), ('a', 7.125446319580078), ('Enrique', 10.44733715057373), ('en', 4.84981107711792), ('el', 4.559913635253906), ('bar', 9.231029510498047), ('de', 2.841878890991211), ('las', 3.454085350036621), ('afueras', 22.302098274230957), ('de', 1.0782642364501953), ('Berlin', 10.175846099853516), ('.', 0.4846925735473633)]"
27,accusative_doubled,Claudia lo encontró a Enrique en el bar de las afueras de Berlin.,Enrique,6.090213298797607,10.334785461425781,"[('Claudia', 8.840812683105469), ('lo', 7.1713457107543945), ('encontró', 16.802773475646973), ('a', 7.1801438331604), ('Enrique', 10.334785461425781), ('en', 4.9519362449646), ('el', 4.46439266204834), ('bar', 9.115002632141113), ('de', 2.8190441131591797), ('las', 3.456573486328125), ('afueras', 22.558671474456787), ('de', 1.1677312850952148), ('Berlin', 10.177905082702637), ('.', 0.5827207565307617)]"
28,dative,Álvaro ofreció un trato a Josefina en el tribunal al principio del juicio.,Josefina,6.278065204620361,13.855222702026367,"[('Álvaro', 7.934254169464111), ('ofreció', 23.2385311126709), ('un', 7.422451019287109), ('trato', 12.364198684692383), ('a', 8.512378692626953), ('Josefina', 13.855222702026367), ('en', 5.803563117980957), ('el', 7.191383361816406), ('tribunal', 10.805426597595215), ('al', 7.3707966804504395), ('principio', 9.435030937194824), ('del', 3.111906051635742), ('juicio', 19.055594444274902), ('.', 2.0167036056518555)]"
28,dative_doubled,Álvaro le ofreció un trato a Josefina en el tribunal al principio del juicio.,Josefina,6.19476842880249,14.000126838684082,"[('Álvaro', 6.215117931365967), ('le', 6.880962371826172), ('ofreció', 23.301331520080566), ('un', 7.144752502441406), ('trato', 12.190815448760986), ('a', 8.49516487121582), ('Josefina', 14.000126838684082), ('en', 5.723379135131836), ('el', 7.005975723266602), ('tribunal', 10.75924015045166), ('al', 7.264069080352783), ('principio', 9.298301696777344), ('del', 3.2173242568969727), ('juicio', 18.909465789794922), ('.', 2.0736608505249023)]"
28,accusative,Álvaro saludó a Josefina en el tribunal al principio del juicio.,Josefina,5.70681095123291,13.619844436645508,"[('Álvaro', 5.157186985015869), ('saludó', 14.350342750549316), ('a', 8.17576789855957), ('Josefina', 13.619844436645508), ('en', 6.134517669677734), ('el', 7.313762664794922), ('tribunal', 11.782424926757812), ('al', 6.926068305969238), ('principio', 10.25551986694336), ('del', 3.5115485191345215), ('juicio', 18.742530822753906), ('.', 2.4598913192749023)]"
28,accusative_doubled,Álvaro la saludó a Josefina en el tribunal al principio del juicio.,Josefina,5.690014839172363,13.897419929504395,"[('Álvaro', 6.073307991027832), ('la', 4.87213659286499), ('saludó', 14.665239334106445), ('a', 7.971525192260742), ('Josefina', 13.897419929504395), ('en', 5.814492225646973), ('el', 6.926342010498047), ('tribunal', 11.776761054992676), ('al', 6.851243019104004), ('principio', 10.319732666015625), ('del', 3.4538016319274902), ('juicio', 18.666646003723145), ('.', 2.5116539001464844)]"
29,dative,Lucía devolvió el anillo a Fernando en el aniversario de la fiesta de casamiento.,Fernando,5.039518356323242,9.97863483428955,"[('Lucía', 7.346681118011475), ('devolvió', 18.508371829986572), ('el', 4.749115943908691), ('anillo', 16.00199031829834), ('a', 8.30148696899414), ('Fernando', 9.97863483428955), ('en', 5.2024431228637695), ('el', 4.235275745391846), ('aniversario', 12.676581859588623), ('de', 0.38245677947998047), ('la', 0.29485607147216797), ('fiesta', 7.340444087982178), ('de', 0.6718101501464844), ('casamiento', 14.536406993865967), ('.', 0.642852783203125)]"
29,dative_doubled,Lucía le devolvió el anillo a Fernando en el aniversario de la fiesta de casamiento.,Fernando,5.119472980499268,10.176847457885742,"[('Lucía', 7.136481761932373), ('le', 6.098613739013672), ('devolvió', 19.190247535705566), ('el', 5.186978816986084), ('anillo', 15.72865915298462), ('a', 8.454547882080078), ('Fernando', 10.176847457885742), ('en', 5.03889274597168), ('el', 4.333046913146973), ('aniversario', 12.402767658233643), ('de', 0.37885475158691406), ('la', 0.25687217712402344), ('fiesta', 7.37652063369751), ('de', 0.6797571182250977), ('casamiento', 14.628191947937012), ('.', 0.6805934906005859)]"
29,accusative,Lucía vio a Fernando en el aniversario de la fiesta de casamiento.,Fernando,4.723795413970947,9.47973918914795,"[('Lucía', 7.226806640625), ('vio', 12.761168479919434), ('a', 8.248292922973633), ('Fernando', 9.47973918914795), ('en', 5.538578510284424), ('el', 4.737672328948975), ('aniversario', 12.43944787979126), ('de', 0.39380550384521484), ('la', 0.31847286224365234), ('fiesta', 7.1763105392456055), ('de', 0.7498493194580078), ('casamiento', 15.000007152557373), ('.', 0.9581766128540039)]"
29,accusative_doubled,Lucía lo vio a Fernando en el aniversario de la fiesta de casamiento.,Fernando,5.02778959274292,9.54041862487793,"[('Lucía', 7.701192855834961), ('lo', 7.964215278625488), ('vio', 14.656464099884033), ('a', 8.156522750854492), ('Fernando', 9.54041862487793), ('en', 5.4304704666137695), ('el', 4.717562198638916), ('aniversario', 12.73105525970459), ('de', 0.3948993682861328), ('la', 0.3182249069213867), ('fiesta', 7.070809364318848), ('de', 0.7735738754272461), ('casamiento', 14.989033222198486), ('.', 1.0835533142089844)]"
30,dative,Iván vendió su sombrilla a Ángela en la playa de las afueras de la ciudad.,Ángela,5.159036636352539,13.109060287475586,"[('Iván', 7.822961807250977), ('vendió', 12.452266216278076), ('su', 7.783939838409424), ('sombrilla', 16.1368350982666), ('a', 8.562385559082031), ('Ángela', 13.109060287475586), ('en', 5.9087605476379395), ('la', 1.9078140258789062), ('playa', 14.087368488311768), ('de', 0.5802602767944336), ('las', 3.442244529724121), ('afueras', 22.39851188659668), ('de', 0.4787607192993164), ('la', 0.45499134063720703), ('ciudad', 6.999236106872559), ('.', 1.6914873123168945)]"
30,dative_doubled,Iván le vendió su sombrilla a Ángela en la playa de las afueras de la ciudad.,Ángela,5.269524574279785,12.939420700073242,"[('Iván', 8.272526741027832), ('le', 6.996762752532959), ('vendió', 13.162196636199951), ('su', 7.823635101318359), ('sombrilla', 16.45228385925293), ('a', 8.56193733215332), ('Ángela', 12.939420700073242), ('en', 5.75613260269165), ('la', 1.8028020858764648), ('playa', 13.946347713470459), ('de', 0.5439586639404297), ('las', 3.5131349563598633), ('afueras', 22.35399580001831), ('de', 0.5271387100219727), ('la', 0.3781251907348633), ('ciudad', 6.98019552230835), ('.', 1.7275333404541016)]"
30,accusative,Iván abrazó a Ángela en la playa de las afueras de la ciudad.,Ángela,5.403441429138184,13.815980911254883,"[('Iván', 8.601627349853516), ('abrazó', 14.671929836273193), ('a', 8.107405662536621), ('Ángela', 13.815980911254883), ('en', 6.250546455383301), ('la', 1.718597412109375), ('playa', 14.349802017211914), ('de', 0.5130643844604492), ('las', 3.4059295654296875), ('afueras', 22.21779155731201), ('de', 0.39557838439941406), ('la', 0.3761272430419922), ('ciudad', 6.749133110046387), ('.', 1.4918842315673828)]"
30,accusative_doubled,Iván la abrazó a Ángela en la playa de las afueras de la ciudad.,Ángela,5.3288702964782715,13.845169067382812,"[('Iván', 9.28608512878418), ('la', 3.437101364135742), ('abrazó', 15.040979862213135), ('a', 7.979864597320557), ('Ángela', 13.845169067382812), ('en', 6.18246603012085), ('la', 1.4115657806396484), ('playa', 14.204973697662354), ('de', 0.4802513122558594), ('las', 3.5406408309936523), ('afueras', 22.267544746398926), ('de', 0.37711429595947266), ('la', 0.30048465728759766), ('ciudad', 6.702602386474609), ('.', 1.5205726623535156)]"
31,dative,Andrea compró un cuadro a Domingo en la exposición de arte del martes.,Domingo,6.141014575958252,12.375069618225098,"[('Andrea', 7.616828918457031), ('compró', 10.984769821166992), ('un', 8.446638107299805), ('cuadro', 23.40196943283081), ('a', 10.242744445800781), ('Domingo', 12.375069618225098), ('en', 6.734829425811768), ('la', 3.7561721801757812), ('exposición', 20.431028842926025), ('de', 0.8284149169921875), ('arte', 3.6643447875976562), ('del', 3.093416213989258), ('martes', 10.974565505981445), ('.', 0.2695016860961914)]"
31,dative_doubled,Andrea le compró un cuadro a Domingo en la exposición de arte del martes.,Domingo,6.039397239685059,12.387789726257324,"[('Andrea', 7.202933311462402), ('le', 5.0898051261901855), ('compró', 10.617317199707031), ('un', 8.15128231048584), ('cuadro', 23.70713186264038), ('a', 10.19088077545166), ('Domingo', 12.387789726257324), ('en', 6.508277416229248), ('la', 3.3608808517456055), ('exposición', 20.78236961364746), ('de', 0.7712173461914062), ('arte', 3.836709976196289), ('del', 3.157353401184082), ('martes', 10.75128698348999), ('.', 0.31210899353027344)]"
31,accusative,Andrea empujó a Domingo en la exposición de arte del martes.,Domingo,5.842954635620117,11.825601577758789,"[('Andrea', 7.62447452545166), ('empujó', 20.731589317321777), ('a', 8.220345497131348), ('Domingo', 11.825601577758789), ('en', 6.788253307342529), ('la', 3.7600178718566895), ('exposición', 21.371620655059814), ('de', 0.8004245758056641), ('arte', 4.028938293457031), ('del', 3.0753698348999023), ('martes', 10.751970767974854), ('.', 0.35162830352783203)]"
31,accusative_doubled,Andrea lo empujó a Domingo en la exposición de arte del martes.,Domingo,5.945908546447754,11.886362075805664,"[('Andrea', 7.320699691772461), ('lo', 6.8781328201293945), ('empujó', 21.683990955352783), ('a', 8.099283218383789), ('Domingo', 11.886362075805664), ('en', 6.871377944946289), ('la', 3.5497398376464844), ('exposición', 21.546768188476562), ('de', 0.7877130508422852), ('arte', 4.187713623046875), ('del', 3.080354690551758), ('martes', 10.72728967666626), ('.', 0.4069366455078125)]"
32,dative,Mario regaló caramelos a Diana en la guardería para niños con discapacidades.,Diana,6.302468776702881,10.542945861816406,"[('Mario', 5.676225185394287), ('regaló', 10.12954044342041), ('caramelos', 14.218633651733398), ('a', 7.648625373840332), ('Diana', 10.542945861816406), ('en', 6.266336917877197), ('la', 3.9884114265441895), ('guardería', 16.403942108154297), ('para', 7.487926959991455), ('niños', 11.719856262207031), ('con', 7.307039260864258), ('discapacidades', 36.047454833984375), ('.', 1.2173614501953125)]"
32,dative_doubled,Mario le regaló caramelos a Diana en la guardería para niños con discapacidades.,Diana,6.4590864181518555,10.354284286499023,"[('Mario', 5.846230506896973), ('le', 7.035587310791016), ('regaló', 13.16650104522705), ('caramelos', 14.035880088806152), ('a', 7.74988317489624), ('Diana', 10.354284286499023), ('en', 6.026661396026611), ('la', 3.6539549827575684), ('guardería', 16.404449939727783), ('para', 7.5015668869018555), ('niños', 11.732993602752686), ('con', 7.415706157684326), ('discapacidades', 36.47612905502319), ('.', 1.1591691970825195)]"
32,accusative,Mario conoció a Diana en la guardería para niños con discapacidades. ,Diana,6.528712272644043,11.587446212768555,"[('Mario', 6.230703830718994), ('conoció', 15.223199367523193), ('a', 7.268850326538086), ('Diana', 11.587446212768555), ('en', 6.084105491638184), ('la', 4.331199645996094), ('guardería', 16.856451988220215), ('para', 7.458772659301758), ('niños', 11.683985710144043), ('con', 7.247595310211182), ('discapacidades', 35.98219919204712), ('.', 0.6197490692138672)]"
32,accusative_doubled,Mario la conoció a Diana en la guardería para niños con discapacidades.,Diana,6.425014495849609,11.404668807983398,"[('Mario', 7.126125812530518), ('la', 4.428873538970947), ('conoció', 15.319732189178467), ('a', 7.2862772941589355), ('Diana', 11.404668807983398), ('en', 5.972635269165039), ('la', 3.886448383331299), ('guardería', 16.84660243988037), ('para', 7.565543174743652), ('niños', 11.446242332458496), ('con', 7.223498821258545), ('discapacidades', 35.65954113006592), ('.', 0.7591180801391602)]"
